"","state","district","office","candidate_republican","candidate_democrat","total_votes_republican","total_votes_democrat","gender_rep","gender_dem"
"4813","Texas","District 15","State Senator","Randy Orr","John Whitmire",75518,153016,"male","male"
"4814","Texas","District 150","State Representative","Valoree Swanson","Michael Shawn Kelly",40907,29888,"female","male"
"4815","Texas","District 16","State Representative","Will Metcalf","Mike Midler",49233,12059,"male","male"
"4816","Texas","District 16","State Senator","Don Huffines","Nathan Johnson",134933,159228,"male","male"
"4817","Texas","District 17","State Representative","John P. Cyrier","Michelle Ryan",33512,20069,"male","female"
"4818","Texas","District 17","State Senator","Joan Huffman","Rita Lucido",158263,143978,"female","female"
"4819","Texas","District 18","State Representative","Ernest Bailes","Fred Lemond",35597,11559,"male","male"
"4820","Texas","District 19","State Representative","James White","Sherry Williams",50046,10112,"male","female"
"4821","Texas","District 2","State Representative","Dan Flynn","Bill Brannon",45843,11432,"male","male"
"4822","Texas","District 2","State Senator","Bob Hall","Kendall Scudder",153122,104859,"male","female"
"4823","Texas","District 20","State Representative","Terry M. Wilson","Stephen M. Wyman",57885,23069,"male","male"
"4824","Texas","District 23","State Representative","Mayes Middleton","Amanda Jamrok",32951,24181,"male","female"
"4825","Texas","District 24","State Representative","Greg Bonnen","John Y. Phelps",48045,19586,"male","male"
"4826","Texas","District 25","State Senator","Donna Campbell","Steven Kling",236710,173667,"female","male"
"4827","Texas","District 26","State Representative","D.F. """"Rick"""" Miller","L. Sarah DeMerchant",34504,31330,"Unknown","Unknown"
"4828","Texas","District 28","State Representative","John Zerwas","Meghan Scoggins",44414,37584,"male","female"
"4829","Texas","District 29","State Representative","Ed Thompson","No candidate",46810,0,"male","N/A"
"4830","Texas","District 3","State Representative","Cecil Bell Jr","Lisa Seger",48619,15352,"male","female"
"4831","Texas","District 3","State Senator","Robert Nichols","Shirley Layton",215048,56391,"male","female"
"4832","Texas","District 30","State Representative","Geanie W. Morrison","Robin Hayter",39653,13430,"female","female"
"4833","Texas","District 30","State Senator","Pat Fallon","Kevin Lopez",234364,82663,"female","male"
"4834","Texas","District 31","State Senator","Kel Seliger","No candidate",174343,0,"male","N/A"
"4835","Texas","District 33","State Representative","Justin Holland","Laura Gunn",53845,28974,"male","female"
"4836","Texas","District 34","State Representative","Chris Hale","Abel Herrero",16065,25246,"male","male"
"4837","Texas","District 4","State Representative","Keith Bell","Eston Williams",44669,14581,"male","male"
"4838","Texas","District 41","State Representative","Hilda Garza DeShazo","Bobby Guerra",15535,24804,"female","male"
"4839","Texas","District 42","State Representative","Luis De La Garza","Richard Pe���a Raymond",8778,25392,"male","male"
"4840","Texas","District 43","State Representative","J.M. Lozano","Dee Ann Torres Miller",26490,16854,"Unknown","female"
"4841","Texas","District 44","State Representative","John Kuempel","John D. Rodgers",48704,22253,"male","male"
"4842","Texas","District 45","State Representative","Ken Strange","Erin Zwiener",40528,43204,"male","female"
"4843","Texas","District 46","State Representative","Gabriel Nila","Sheryl Cole",8525,46893,"male","female"
"4844","Texas","District 47","State Representative","Paul D. Workman","Vikki Goodwin",50244,55307,"male","female"
"4845","Texas","District 49","State Representative","Kyle Austin","Gina Hinojosa",15736,76851,"male","female"
"4846","Texas","District 5","State Representative","Cole Hefner","Bill Liebbe",44592,11608,"male","male"
"4847","Texas","District 5","State Senator","Charles Schwertner","Meg Walsh",182538,136789,"male","female"
"4848","Texas","District 52","State Representative","Cynthia Flores","James Talarico",34340,36798,"female","male"
"4849","Texas","District 53","State Representative","Andrew S. Murr","Stephanie Lochte Ertel",52899,14449,"male","female"
"4850","Texas","District 54","State Representative","Brad Buckley","Kathy Richerson",26037,22357,"male","female"
"4851","Texas","District 56","State Representative","Charles """"Doc"""" Anderson","Katherine Turner-Pearson",37893,19713,"male","female"
"4852","Texas","District 57","State Representative","Trent Ashby","Jason Rogers",41158,10912,"male","male"
"4853","Texas","District 6","State Representative","Matt Schaefer","No candidate",37172,0,"male","N/A"
"4854","Texas","District 62","State Representative","Reggie Smith","Valerie N. Hefner",41994,12076,"male","female"
"4855","Texas","District 63","State Representative","Tan Parker","Laura Haines",52971,25944,"male","female"
"4856","Texas","District 64","State Representative","Lynn Stucky","Andrew Morris",36239,30535,"female","male"
"4857","Texas","District 65","State Representative","Ron Simmons","Michelle Beckley",28614,29972,"male","female"
"4858","Texas","District 66","State Representative","Matt Shaheen","Sharon Hirsch",34382,33991,"male","female"
"4859","Texas","District 67","State Representative","Jeff Leach","Sarah Depew",37268,35596,"male","female"
"4860","Texas","District 7","State Senator","Paul Bettencourt","David Romero",177864,124232,"male","male"
"4861","Texas","District 70","State Representative","Scott Sanford","Julie Luton",52526,32543,"male","female"
"4862","Texas","District 71","State Representative","Stan Lambert","Sam Hatton",38507,10827,"male","male"
"4863","Texas","District 73","State Representative","Kyle Biedermann","Stephanie Phillips",69203,23333,"male","female"
"4864","Texas","District 78","State Representative","Jeffrey Lane","Joe Moody",16987,31882,"male","male"
"4865","Texas","District 8","State Representative","Cody Harris","Wesley D. Ratcliff",36535,10171,"male","male"
"4866","Texas","District 8","State Senator","Angela Paxton","Mark Phariss",169995,162157,"female","male"
"4867","Texas","District 81","State Representative","Brooks Landgraf","Armando Gamboa",29063,9692,"male","male"
"4868","Texas","District 82","State Representative","Tom Craddick","Spencer Bounds",39030,9677,"male","male"
"4869","Texas","District 83","State Representative","Dustin Burrows","Drew Landry",45379,13309,"male","male"
"4870","Texas","District 84","State Representative","John Frullo","Samantha Carrillo Fields",27528,18237,"male","female"
"4871","Texas","District 85","State Representative","Phil Stephenson","Jennifer Cantu",32019,24668,"male","female"
"4872","Texas","District 86","State Representative","John Smithee","Mike Purcell",46975,10219,"male","male"
"4873","Texas","District 88","State Representative","Ken King","Ezekiel Barron",33421,6486,"male","male"
"4874","Texas","District 89","State Representative","Candy Noble","Ray Ash",44445,30203,"female","male"
"4875","Texas","District 9","State Senator","Kelly Hancock","Gwenn Burud",132256,112537,"female","female"
"4876","Texas","District 91","State Representative","Stephanie Klick","Jeromey Sims",34606,19905,"female","male"
"4877","Texas","District 92","State Representative","Jonathan Stickland","Steve Riddell",29755,28327,"male","male"
"4878","Texas","District 93","State Representative","Matt Krause","Nancy Bean",30878,26445,"male","female"
"4879","Texas","District 94","State Representative","Tony Tinderholt","Finnigan Jones",32448,27145,"male","male"
"4880","Texas","District 95","State Representative","Stephen A. West","Nicole Collier",9399,33022,"male","female"
"4881","Texas","District 96","State Representative","Bill Zedler","Ryan E. Ray",32698,30360,"male","male"
"4882","Texas","District 97","State Representative","Craig Goldman","Beth Llewellyn McLaughlin",35171,29665,"male","female"
"4883","Texas","District 98","State Representative","Giovanni Capriglione","Mica J. Ringo",56793,24417,"male","female"
"4884","Texas","District 99","State Representative","Charlie Geren","Michael Stackhouse",38048,21111,"male","male"
"4885","Utah","District 1","State Representative","Joel Ferry","Joshua Hardy",8845,2040,"male","male"
"4886","Utah","District 10","State Representative","Lorraine P. Brown","Lawanna ""Lou"" Shurtliff",4719,5516,"female","female"
"4887","Utah","District 11","State Representative","Kelly B. Miles","Jason M. Allen",7535,6283,"female","male"
"4888","Utah","District 11","State Senator","Dan McCay","Christian Burridge",27995,13327,"male","male"
"4889","Utah","District 12","State Representative","Mike Schultz","Rick Edwin Jones",8790,3759,"male","male"
"4890","Utah","District 12","State Senator","Daniel W. Thatcher","Clare Collard",13835,12400,"male","female"
"4891","Utah","District 13","State Representative","Paul Ray","Tab Lyn Uno",7909,4416,"male","male"
"4892","Utah","District 14","State Representative","Karianne Lisonbee","Shanell Day",6868,4010,"female","female"
"4893","Utah","District 15","State Representative","Brad Wilson","Rich Miller",12289,3701,"male","male"
"4894","Utah","District 15","State Senator","Keith Grover","No candidate",20010,0,"male","N/A"
"4895","Utah","District 16","State Representative","Steve Handy","Cheryl Nunn",7948,3708,"male","female"
"4896","Utah","District 17","State Representative","Stewart E. Barlow","Dawn Nunn",11252,4117,"male","female"
"4897","Utah","District 17","State Senator","Scott Sandall","Michael A Keil",28471,8110,"male","male"
"4898","Utah","District 18","State Representative","Timothy D. Hawkes","Adam Alba",12666,5237,"male","male"
"4899","Utah","District 18","State Senator","Ann Millner","Jason Yu",20278,9489,"female","male"
"4900","Utah","District 19","State Representative","Raymond Ward","Courtney Jones",10998,4712,"male","female"
"4901","Utah","District 2","State Representative","Jefferson R. Moss","Tyler Allred",11952,2881,"male","male"
"4902","Utah","District 2","State Senator","Chase Winder","Derek Lloyd Kitchen",10030,32930,"male","male"
"4903","Utah","District 20","State Representative","Melissa Garff Ballard","Ryan L Jones",10111,5379,"female","male"
"4904","Utah","District 21","State Representative","Douglas Sagers","Debbie K. Vigil",7809,4397,"male","female"
"4905","Utah","District 21","State Senator","Jerry W. Stevenson","Jake Penrod",23889,9435,"male","male"
"4906","Utah","District 22","State Representative","Barbara M. Stallone","Susan D Duckworth",3712,5485,"female","female"
"4907","Utah","District 22","State Senator","Stuart Adams","No candidate",32765,0,"male","N/A"
"4908","Utah","District 23","State Representative","Arnold M Jones","Sandra Hollins",1982,6058,"male","female"
"4909","Utah","District 24","State Representative","Scott Rosenbush","Jen Dailey-Provost",4150,14125,"male","female"
"4910","Utah","District 25","State Representative","No candidate","Joel K. Briscoe",0,14976,"N/A","male"
"4911","Utah","District 26","State Representative","Man Hung","Angela Romero",1795,7098,"male","female"
"4912","Utah","District 26","State Senator","Ronald Winterton","Eileen Gallagher",24727,13758,"male","female"
"4913","Utah","District 27","State Representative","Brady Brammer","Elisabeth Luntz",12050,3050,"male","female"
"4914","Utah","District 28","State Representative","No candidate","Brian S. King",0,16494,"N/A","male"
"4915","Utah","District 28","State Senator","Evan J Vickers","Mark Chambers",28236,7442,"male","male"
"4916","Utah","District 29","State Representative","Lee B. Perry","Kerry M Wayne",11992,3075,"male","female"
"4917","Utah","District 3","State Representative","Val K. Potter","Marilyn Mecham",10617,3273,"male","female"
"4918","Utah","District 3","State Senator","Jeremy D. Egan","Gene Davis",9566,22362,"male","male"
"4919","Utah","District 30","State Representative","Mike Winder","Robert Burch, Jr.",5860,4492,"male","male"
"4920","Utah","District 31","State Representative","Fred Johnson","Elizabeth Weight",2856,4976,"male","female"
"4921","Utah","District 32","State Representative","Brad Bonham","Suzanne Harrison",7091,9465,"male","female"
"4922","Utah","District 33","State Representative","Craig Hall","Ira D. Hatch",4250,3786,"male","male"
"4923","Utah","District 34","State Representative","David Young","Karen Kwan",4702,7042,"male","female"
"4924","Utah","District 35","State Representative","Robert Edgel","Mark A. Wheatley",2935,6797,"male","male"
