"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"10736",2018,"North Dakota","District 45","State Senator","Ronald Sorvaag",3478,0.596160438806993,"male","Republican","Republican","Missing"
"10737",2018,"North Dakota","District 47","State Representative","George Keiser",5545,0.650439882697947,"male","Republican","Republican","Missing"
"10738",2018,"North Dakota","District 47","State Representative","Lawrence R (Larry) Klemin",5432,1,"male","Republican","Republican","Missing"
"10739",2018,"North Dakota","District 47","State Senator","Mike Dwyer",5896,0.669315472811897,"male","Republican","Republican","Missing"
"10740",2018,"North Dakota","District 5","State Representative","Jay Fisher",3340,0.647036032545525,"male","Republican","Republican","Missing"
"10741",2018,"North Dakota","District 5","State Representative","Scott Louser",3735,1,"male","Republican","Republican","Missing"
"10742",2018,"North Dakota","District 5","State Senator","Randy A Burckhard",3912,0.694109297374024,"male","Republican","Republican","Missing"
"10743",2018,"North Dakota","District 7","State Representative","Jason Dockter",6419,0.698476605005441,"male","Republican","Republican","Missing"
"10744",2018,"North Dakota","District 7","State Representative","Rick Becker",6202,1,"male","Republican","Republican","Missing"
"10745",2018,"North Dakota","District 7","State Senator","Nicole Poolman",8545,1,"female","Republican","Republican","White"
"10746",2018,"North Dakota","District 9","State Representative","No candidate",0,0,"N/A","Other","Republican","Missing"
"10747",2018,"North Dakota","District 9","State Representative","No candidate",0,0,"N/A","Other","Republican","Missing"
"10748",2018,"North Dakota","District 9","State Senator","No candidate",0,0,"N/A","Other","Republican","Missing"
"10749",2018,"Ohio","District 1","State Representative","Scott Wiggam",26296,0.662718314473651,"male","Republican","Republican","Missing"
"10750",2018,"Ohio","District 1","State Senator","Robert McColley",89810,0.732694268815011,"male","Republican","Republican","Missing"
"10751",2018,"Ohio","District 10","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10752",2018,"Ohio","District 11","State Representative","Shalira Taylor",3805,0.130585489738486,"Unknown","Democrat","Republican","Missing"
"10753",2018,"Ohio","District 11","State Senator","Ernest McCarthy",32567,0.305790555957221,"male","Democrat","Republican","Missing"
"10754",2018,"Ohio","District 12","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10755",2018,"Ohio","District 13","State Representative","Jay R. Carson",7769,0.219531492836757,"male","Democrat","Republican","Missing"
"10756",2018,"Ohio","District 13","State Senator","Nathan H. Manning",69286,0.526961865502502,"male","Republican","Republican","Missing"
"10757",2018,"Ohio","District 14","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10758",2018,"Ohio","District 15","State Representative","Kevin C. Kussmaul",14895,0.436406785620111,"male","Democrat","Republican","Missing"
"10759",2018,"Ohio","District 15","State Senator","Jordan Garcea",22778,0.174834782742184,"male","Democrat","Republican","Missing"
"10760",2018,"Ohio","District 16","State Representative","Dave Greenspan",29673,0.537145650048876,"male","Republican","Republican","Missing"
"10761",2018,"Ohio","District 17","State Representative","John Rush",10788,0.395977095874321,"male","Democrat","Republican","Missing"
"10762",2018,"Ohio","District 17","State Senator","Bob Peterson",79880,0.704080103655258,"male","Republican","Republican","Missing"
"10763",2018,"Ohio","District 18","State Representative","David Todd",9891,0.202597242989697,"male","Democrat","Republican","Missing"
"10764",2018,"Ohio","District 19","State Representative","Tim Barhorst",26293,0.443254998482754,"male","Democrat","Republican","Missing"
"10765",2018,"Ohio","District 19","State Senator","Andrew O. Brenner",81623,0.504122635274935,"male","Republican","Republican","Missing"
"10766",2018,"Ohio","District 2","State Representative","Mark J. Romanchuk",29824,0.674552733358967,"male","Republican","Republican","Missing"
"10767",2018,"Ohio","District 20","State Representative","Bobby L. Mitchell",18992,0.415189209277922,"male","Democrat","Republican","Missing"
"10768",2018,"Ohio","District 21","State Representative","Stu Harris",26676,0.432827102803738,"male","Democrat","Republican","Missing"
"10769",2018,"Ohio","District 21","State Senator","Thomas Pekarek",13621,0.122819040062036,"male","Democrat","Republican","Missing"
"10770",2018,"Ohio","District 22","State Representative","Doug Moody",12196,0.267139790598852,"male","Democrat","Republican","Missing"
"10771",2018,"Ohio","District 23","State Representative","Laura Lanese",25193,0.554606494221244,"female","Republican","Republican","White"
"10772",2018,"Ohio","District 23","State Senator","Steve A. Flores",36968,0.345899415204678,"male","Democrat","Republican","Missing"
"10773",2018,"Ohio","District 24","State Representative","Erik F. Yassenoff",26159,0.430331644403501,"male","Democrat","Republican","Missing"
"10774",2018,"Ohio","District 25","State Representative","Debbie Staggs",6187,0.154771732332708,"female","Democrat","Republican","Missing"
"10775",2018,"Ohio","District 25","State Senator","William J. Faehnrich",32506,0.250028844156943,"male","Democrat","Republican","Missing"
"10776",2018,"Ohio","District 26","State Representative","Shareeque Arife Sadiq",5982,0.145770889684918,"Unknown","Democrat","Republican","Missing"
"10777",2018,"Ohio","District 27","State Representative","Tom Brinkman",30444,0.534489720676276,"male","Republican","Republican","Missing"
"10778",2018,"Ohio","District 27","State Senator","Kristina Daley Roegner",84031,0.584596012299815,"female","Republican","Republican","Missing"
"10779",2018,"Ohio","District 28","State Representative","Jonathan Dever",27555,0.499492440996266,"male","Democrat","Republican","Missing"
"10780",2018,"Ohio","District 29","State Representative","Louis W. Blessing III",28386,0.644345575884142,"male","Republican","Republican","Missing"
"10781",2018,"Ohio","District 29","State Senator","Kirk Schuring",75449,0.596996383950119,"male","Republican","Republican","Missing"
"10782",2018,"Ohio","District 3","State Representative","Theresa A. Gavarone",30338,0.616901866688357,"female","Republican","Republican","Missing"
"10783",2018,"Ohio","District 3","State Senator","Anne Gonzales",65733,0.497333000431259,"female","Democrat","Republican","White"
"10784",2018,"Ohio","District 30","State Representative","William J. Seitz",33652,0.693312456219869,"male","Republican","Republican","Missing"
"10785",2018,"Ohio","District 31","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10786",2018,"Ohio","District 31","State Senator","Jay Hottinger",86019,0.668903629167088,"male","Republican","Republican","Missing"
"10787",2018,"Ohio","District 32","State Representative","Marilyn Tunnat",8481,0.209402236981803,"female","Democrat","Republican","Missing"
"10788",2018,"Ohio","District 33","State Representative","Judith Boyce",10899,0.242685370741483,"female","Democrat","Republican","Missing"
"10789",2018,"Ohio","District 33","State Senator","Michael A. Rulli",66731,0.524177964903461,"male","Republican","Republican","Missing"
"10790",2018,"Ohio","District 34","State Representative","Josh Sines",8329,0.216377003611046,"male","Democrat","Republican","Missing"
"10791",2018,"Ohio","District 35","State Representative","Osita Obierika",9811,0.334424106077649,"Unknown","Democrat","Republican","Missing"
"10792",2018,"Ohio","District 36","State Representative","Anthony L. DeVitis",26094,0.552780425802351,"male","Republican","Republican","Missing"
"10793",2018,"Ohio","District 37","State Representative","Mike Rasor",27860,0.4937352685771,"male","Democrat","Republican","Missing"
"10794",2018,"Ohio","District 38","State Representative","Bill Roemer",28360,0.574135557535023,"male","Republican","Republican","Missing"
"10795",2018,"Ohio","District 39","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10796",2018,"Ohio","District 4","State Representative","Bob Cupp",26096,0.728003124476929,"male","Republican","Republican","Missing"
"10797",2018,"Ohio","District 40","State Representative","Phil Plummer",27388,0.618071854125293,"male","Republican","Republican","Missing"
"10798",2018,"Ohio","District 41","State Representative","Jim Butler",28461,0.548931492053695,"male","Republican","Republican","Missing"
"10799",2018,"Ohio","District 42","State Representative","Niraj Antani",28079,0.592984456833925,"male","Republican","Republican","Missing"
"10800",2018,"Ohio","District 43","State Representative","J. Todd Smith",22388,0.501534532583615,"Unknown","Republican","Republican","Missing"
"10801",2018,"Ohio","District 44","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10802",2018,"Ohio","District 45","State Representative","David Davenport",12042,0.360355507675734,"male","Democrat","Republican","Missing"
"10803",2018,"Ohio","District 46","State Representative","No candidate",0,0,"N/A","Democrat","Republican","Missing"
"10804",2018,"Ohio","District 47","State Representative","Derek Merrin",29476,0.579631486834602,"male","Republican","Republican","Missing"
"10805",2018,"Ohio","District 48","State Representative","Scott Oelslager",31424,0.64035212846168,"male","Republican","Republican","Missing"
"10806",2018,"Ohio","District 49","State Representative","James Haavisto",14134,0.420805049422413,"male","Democrat","Republican","Missing"
"10807",2018,"Ohio","District 5","State Representative","Tim Ginter",25108,0.702360971243146,"male","Republican","Republican","Missing"
"10808",2018,"Ohio","District 5","State Senator","Stephen A. Huffman",62574,0.529198345779454,"male","Republican","Republican","Missing"
"10809",2018,"Ohio","District 50","State Representative","Reggie L. Stoltzfus",27504,0.639018610162403,"male","Republican","Republican","Missing"
"10810",2018,"Ohio","District 51","State Representative","Sara P. Carruthers",22039,0.597846137152778,"female","Republican","Republican","Missing"
"10811",2018,"Ohio","District 52","State Representative","George Lang",31866,0.583776059795552,"male","Republican","Republican","Missing"
"10812",2018,"Ohio","District 53","State Representative","Candice Keller",25589,0.637239764916824,"female","Republican","Republican","White"
"10813",2018,"Ohio","District 54","State Representative","Paul Zeltwanger",29316,0.606830883874974,"male","Republican","Republican","Missing"
