"","X","state","district","office","candidate_other","candidate_republican","candidate_democrat","total_votes_other","total_votes_republican","total_votes_democrat","vote_share_dem","vote_share_rep","vote_share_other","winner_party","gender_democrat","gender_republican","winner_gender","year"
"5680",5680,"Vermont","Chittenden-10","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",259,1635,1611,0.45962910128388,0.466476462196862,0.0738944365192582,"Republican","female","male","male",2018
"5681",5681,"Vermont","Chittenden-10","State Senator","Louis Meyers","No candidate","No candidate",506,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5682",5682,"Vermont","Chittenden-10","State Senator","Loyal Ploof","No candidate","No candidate",315,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5683",5683,"Vermont","Chittenden-10","State Senator","Seth Cournoyer","No candidate","No candidate",353,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5684",5684,"Vermont","Chittenden-10","State Senator","Christopher A. Pearson","No candidate","No candidate",932,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5685",5685,"Vermont","Chittenden-2","State Representative","Kathleen Orion","Joy Limoge","Jim McCullough",817,1980,2951,0.5133959638135,0.34446764091858,0.142136395267919,"Democrat","male","female","male",2018
"5686",5686,"Vermont","Chittenden-2","State Representative","No candidate","No candidate","Terry Macaig",0,0,2802,1,0,0,"Democrat","male","N/A","male",2018
"5687",5687,"Vermont","Chittenden-2","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",2423,1814,3045,0.41815435319967,0.249107388080198,0.332738258720132,"Democrat","female","male","female",2018
"5688",5688,"Vermont","Chittenden-2","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",2949,1519,2623,0.369905514031871,0.2142152023692,0.415879283598928,"Other","male","female","Other candidate",2018
"5689",5689,"Vermont","Chittenden-2","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",263,1641,3054,0.615974183138362,0.330980233965309,0.0530455828963292,"Democrat","female","male","female",2018
"5690",5690,"Vermont","Chittenden-2","State Senator","Louis Meyers","No candidate","No candidate",737,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5691",5691,"Vermont","Chittenden-2","State Senator","Loyal Ploof","No candidate","No candidate",307,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5692",5692,"Vermont","Chittenden-2","State Senator","Seth Cournoyer","No candidate","No candidate",355,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5693",5693,"Vermont","Chittenden-2","State Senator","Christopher A. Pearson","No candidate","No candidate",1929,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5694",5694,"Vermont","Chittenden-3","State Representative","No candidate","No candidate","George Till",0,0,3270,1,0,0,"Democrat","male","N/A","male",2018
"5695",5695,"Vermont","Chittenden-3","State Representative","No candidate","No candidate","Trevor Squirrell",0,0,3295,1,0,0,"Democrat","male","N/A","male",2018
"5696",5696,"Vermont","Chittenden-3","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",2457,1563,2657,0.397933203534521,0.234087164894414,0.367979631571065,"Democrat","female","male","female",2018
"5697",5697,"Vermont","Chittenden-3","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",2845,1435,2555,0.373811265544989,0.209948792977323,0.416239941477688,"Other","male","female","Other candidate",2018
"5698",5698,"Vermont","Chittenden-3","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",517,1516,2682,0.568822905620361,0.32152704135737,0.109650053022269,"Democrat","female","male","female",2018
"5699",5699,"Vermont","Chittenden-3","State Senator","Louis Meyers","No candidate","No candidate",569,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5700",5700,"Vermont","Chittenden-3","State Senator","Loyal Ploof","No candidate","No candidate",353,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5701",5701,"Vermont","Chittenden-3","State Senator","Seth Cournoyer","No candidate","No candidate",393,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5702",5702,"Vermont","Chittenden-3","State Senator","Christopher A. Pearson","No candidate","No candidate",2050,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5703",5703,"Vermont","Chittenden-4-1","State Representative","No candidate","No candidate","Michael Yantachka",0,0,1925,1,0,0,"Democrat","male","N/A","male",2018
"5704",5704,"Vermont","Chittenden-4-1","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1382,722,1414,0.40193291642979,0.205230244457078,0.392836839113132,"Democrat","female","male","female",2018
"5705",5705,"Vermont","Chittenden-4-1","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1541,562,1427,0.404249291784703,0.159206798866856,0.436543909348442,"Other","male","female","Other candidate",2018
"5706",5706,"Vermont","Chittenden-4-1","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",62,572,1510,0.704291044776119,0.266791044776119,0.0289179104477612,"Democrat","female","male","female",2018
"5707",5707,"Vermont","Chittenden-4-1","State Senator","Louis Meyers","No candidate","No candidate",268,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5708",5708,"Vermont","Chittenden-4-1","State Senator","Loyal Ploof","No candidate","No candidate",172,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5709",5709,"Vermont","Chittenden-4-1","State Senator","Seth Cournoyer","No candidate","No candidate",183,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5710",5710,"Vermont","Chittenden-4-1","State Senator","Christopher A. Pearson","No candidate","No candidate",1090,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5711",5711,"Vermont","Chittenden-4-2","State Representative","No candidate","Sarah Toscano","Bill Lippert",0,700,1617,0.697885196374622,0.302114803625378,0,"Democrat","male","female","male",2018
"5712",5712,"Vermont","Chittenden-4-2","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1307,727,1373,0.402993836219548,0.213384208981509,0.383621954798943,"Democrat","female","male","female",2018
"5713",5713,"Vermont","Chittenden-4-2","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1517,605,1346,0.388119953863899,0.174452133794694,0.437427912341407,"Other","male","female","Other candidate",2018
"5714",5714,"Vermont","Chittenden-4-2","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",106,643,1447,0.658925318761384,0.292805100182149,0.0482695810564663,"Democrat","female","male","female",2018
"5715",5715,"Vermont","Chittenden-4-2","State Senator","Louis Meyers","No candidate","No candidate",272,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5716",5716,"Vermont","Chittenden-4-2","State Senator","Loyal Ploof","No candidate","No candidate",153,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5717",5717,"Vermont","Chittenden-4-2","State Senator","Seth Cournoyer","No candidate","No candidate",195,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5718",5718,"Vermont","Chittenden-4-2","State Senator","Christopher A. Pearson","No candidate","No candidate",1062,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5719",5719,"Vermont","Chittenden-5-1","State Representative","No candidate","No candidate","Kate Webb",0,0,2012,1,0,0,"Democrat","female","N/A","female",2018
"5720",5720,"Vermont","Chittenden-5-1","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1412,769,1479,0.404098360655738,0.210109289617486,0.385792349726776,"Democrat","female","male","female",2018
"5721",5721,"Vermont","Chittenden-5-1","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1603,517,1444,0.405162738496072,0.145061728395062,0.449775533108866,"Other","male","female","Other candidate",2018
"5722",5722,"Vermont","Chittenden-5-1","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",80,526,1567,0.721122871606075,0.242061665899678,0.0368154624942476,"Democrat","female","male","female",2018
"5723",5723,"Vermont","Chittenden-5-1","State Senator","Louis Meyers","No candidate","No candidate",312,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5724",5724,"Vermont","Chittenden-5-1","State Senator","Loyal Ploof","No candidate","No candidate",99,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5725",5725,"Vermont","Chittenden-5-1","State Senator","Seth Cournoyer","No candidate","No candidate",146,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5726",5726,"Vermont","Chittenden-5-1","State Senator","Christopher A. Pearson","No candidate","No candidate",1072,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5727",5727,"Vermont","Chittenden-5-2","State Representative","Jessica Brumsted","No candidate","No candidate",1866,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5728",5728,"Vermont","Chittenden-5-2","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1155,856,1231,0.379703886489821,0.264034546576188,0.356261566933991,"Democrat","female","male","female",2018
"5729",5729,"Vermont","Chittenden-5-2","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1328,618,1227,0.38670028364324,0.194768358020801,0.41853135833596,"Other","male","female","Other candidate",2018
"5730",5730,"Vermont","Chittenden-5-2","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",85,635,1345,0.651331719128329,0.307506053268765,0.0411622276029056,"Democrat","female","male","female",2018
"5731",5731,"Vermont","Chittenden-5-2","State Senator","Louis Meyers","No candidate","No candidate",302,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5732",5732,"Vermont","Chittenden-5-2","State Senator","Loyal Ploof","No candidate","No candidate",123,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5733",5733,"Vermont","Chittenden-5-2","State Senator","Seth Cournoyer","No candidate","No candidate",170,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5734",5734,"Vermont","Chittenden-5-2","State Senator","Christopher A. Pearson","No candidate","No candidate",945,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5735",5735,"Vermont","Chittenden-6-1","State Representative","No candidate","Kurt Wright","Carol Ode",0,1833,2680,0.593840017726568,0.406159982273432,0,"Democrat","female","male","female",2018
"5736",5736,"Vermont","Chittenden-6-1","State Representative","No candidate","No candidate","Robert Hooper",0,0,1999,1,0,0,"Democrat","male","N/A","male",2018
"5737",5737,"Vermont","Chittenden-6-1","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",2457,1146,2423,0.402090939263193,0.190175904414205,0.407733156322602,"Other","female","male","Other candidate",2018
"5738",5738,"Vermont","Chittenden-6-1","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",2740,799,2266,0.390353143841516,0.137639965546942,0.472006890611542,"Other","male","female","Other candidate",2018
"5739",5739,"Vermont","Chittenden-6-1","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",126,841,2496,0.720762344787756,0.242853017614785,0.0363846375974589,"Democrat","female","male","female",2018
"5740",5740,"Vermont","Chittenden-6-1","State Senator","Louis Meyers","No candidate","No candidate",432,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5741",5741,"Vermont","Chittenden-6-1","State Senator","Loyal Ploof","No candidate","No candidate",316,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5742",5742,"Vermont","Chittenden-6-1","State Senator","Seth Cournoyer","No candidate","No candidate",252,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5743",5743,"Vermont","Chittenden-6-1","State Senator","Christopher A. Pearson","No candidate","No candidate",1858,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5744",5744,"Vermont","Chittenden-6-2","State Representative","No candidate","No candidate","Jean O'Sullivan",0,0,1854,1,0,0,"Democrat","female","N/A","female",2018
"5745",5745,"Vermont","Chittenden-6-2","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",1553,426,1518,0.434086359736917,0.121818701744352,0.44409493851873,"Other","female","male","Other candidate",2018
"5746",5746,"Vermont","Chittenden-6-2","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",1706,294,1401,0.411937665392532,0.0864451631872978,0.501617171420171,"Other","male","female","Other candidate",2018
"5747",5747,"Vermont","Chittenden-6-2","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",86,299,1536,0.799583550234253,0.155648099947944,0.0447683498178032,"Democrat","female","male","female",2018
"5748",5748,"Vermont","Chittenden-6-2","State Senator","Louis Meyers","No candidate","No candidate",269,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5749",5749,"Vermont","Chittenden-6-2","State Senator","Loyal Ploof","No candidate","No candidate",181,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5750",5750,"Vermont","Chittenden-6-2","State Senator","Seth Cournoyer","No candidate","No candidate",136,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5751",5751,"Vermont","Chittenden-6-2","State Senator","Christopher A. Pearson","No candidate","No candidate",1288,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5752",5752,"Vermont","Chittenden-6-3","State Representative","No candidate","No candidate","Curt McCormack",0,0,2296,1,0,0,"Democrat","male","N/A","male",2018
"5753",5753,"Vermont","Chittenden-6-3","State Representative","No candidate","No candidate","Jill Krowinski",0,0,2895,1,0,0,"Democrat","female","N/A","female",2018
"5754",5754,"Vermont","Chittenden-6-3","State Senator","Phil Baruth","Alex R. Farrell","Debbie Ingram",2424,353,2515,0.475245653817082,0.0667044595616024,0.458049886621315,"Democrat","female","male","female",2018
"5755",5755,"Vermont","Chittenden-6-3","State Senator","Tim Ashe","Dana Maxfield","Michael Sirotkin",2682,252,2218,0.430512422360248,0.0489130434782609,0.520574534161491,"Other","male","female","Other candidate",2018
"5756",5756,"Vermont","Chittenden-6-3","State Senator","Joshua H. Knox","Paul Dame","Virginia Ginny"" Lyons""",155,263,2419,0.852661261896369,0.0927035600986958,0.0546351780049348,"Democrat","female","male","female",2018
"5757",5757,"Vermont","Chittenden-6-3","State Senator","Louis Meyers","No candidate","No candidate",380,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5758",5758,"Vermont","Chittenden-6-3","State Senator","Loyal Ploof","No candidate","No candidate",286,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5759",5759,"Vermont","Chittenden-6-3","State Senator","Seth Cournoyer","No candidate","No candidate",234,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5760",5760,"Vermont","Chittenden-6-3","State Senator","Christopher A. Pearson","No candidate","No candidate",2196,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5761",5761,"Vermont","Chittenden-6-4","State Representative","Brian Cina","No candidate","No candidate",1936,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"5762",5762,"Vermont","Chittenden-6-4","State Representative","Selene Colburn","No candidate","No candidate",2199,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
