"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"3376","Ina Minjarez","No candidate","No candidate","Texas",2016,"124","True",38622,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3377","Justin Rodriguez","No candidate","No candidate","Texas",2016,"125","True",38774,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3378","Joy Dawson-Thomas","Kevin Roberts","Eric Moquin","Texas",2016,"126","False",23991,"False",35528,"False",1735,"female","male","Republican","male",0.391664217846998,0.580011101315832,0.0283246808371698
"3379","No candidate","Dan Huberty","Joseph McElligott","Texas",2016,"127","False",0,"True",49712,"False",10987,"N/A","male","Republican","male",0,0.818992075651988,0.181007924348012
"3380","No candidate","Briscoe Cain","Ken Lowder","Texas",2016,"128","False",0,"False",42287,"False",6653,"N/A","male","Republican","male",0,0.864058030241112,0.135941969758888
"3381","No candidate","Dennis Paul","No candidate","Texas",2016,"129","False",0,"True",47339,"0",0,"N/A","male","Republican","male",0,1,0
"3382","No candidate","Tom Oliverson","No candidate","Texas",2016,"130","False",0,"False",62952,"0",0,"N/A","male","Republican","male",0,1,0
"3383","Alma Allen","No candidate","No candidate","Texas",2016,"131","True",40583,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3384","No candidate","Mike Schofield","Phil Kurtz","Texas",2016,"132","False",0,"True",40001,"False",9854,"N/A","male","Republican","male",0,0.802346805736636,0.197653194263364
"3385","No candidate","Jim Murphy","No candidate","Texas",2016,"133","False",0,"True",54471,"0",0,"N/A","male","Republican","male",0,1,0
"3386","Ben Rose","Sarah Davis","Gilberto Velasquez, Jr.","Texas",2016,"134","False",38958,"True",48192,"False",2831,"male","female","Republican","female",0.432958068925662,0.535579733499294,0.0314621975750436
"3387","Jesse A. Ybanez","Gary Elkins","No candidate","Texas",2016,"135","False",26905,"True",32682,"0",0,"male","male","Republican","male",0.451524661419437,0.548475338580563,0
"3388","Paul R. Gordon","Tony Dale","No candidate","Texas",2016,"136","False",34077,"True",41643,"0",0,"male","male","Republican","male",0.450039619651347,0.549960380348653,0
"3389","Gene Wu","Kendall Baker","Dan Biggs","Texas",2016,"137","True",18088,"False",8178,"False",735,"male","female","Democrat","male",0.669901114773527,0.302877671197363,0.02722121402911
"3390","No candidate","Dwayne Bohac","No candidate","Texas",2016,"138","False",0,"True",31958,"0",0,"N/A","male","Republican","male",0,1,0
"3391","Jarvis Johnson","No candidate","No candidate","Texas",2016,"139","True",41913,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3392","Armando Walle","No candidate","No candidate","Texas",2016,"140","True",22349,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3393","Senfronia Thompson","No candidate","No candidate","Texas",2016,"141","True",33831,"False",0,"0",0,"Unknown","N/A","Democrat","Unknown",1,0,0
"3394","Harold Dutton, Jr.","No candidate","No candidate","Texas",2016,"142","True",36280,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3395","Ana Hernandez Luna","No candidate","No candidate","Texas",2016,"143","True",26247,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3396","Mary Ann Perez","Gilbert Pena","No candidate","Texas",2016,"144","False",16287,"True",10745,"0",0,"female","male","Democrat","female",0.602508138502516,0.397491861497484,0
"3397","Carol Alvarado","No candidate","No candidate","Texas",2016,"145","True",25838,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3398","Shawn Thierry","No candidate","No candidate","Texas",2016,"146","False",39452,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3399","Garnet Coleman","Matt Murphy","Brian Harrison","Texas",2016,"147","True",43900,"False",11985,"False",1676,"female","male","Democrat","female",0.762669168360522,0.208213894824621,0.0291169368148573
"3400","Jessica Farrar","No candidate","No candidate","Texas",2016,"148","True",33633,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3401","Hubert Vo","Bryan Chu","No candidate","Texas",2016,"149","True",27613,"False",15840,"0",0,"male","male","Democrat","male",0.635468207028283,0.364531792971717,0
"3402","Michael Shawn Kelly","Valoree Swanson","No candidate","Texas",2016,"150","False",27893,"False",47892,"0",0,"male","female","Republican","female",0.368054364320116,0.631945635679884,0
"3403","No candidate","Scott Sandall","Sherry Phipps","Utah",2016,"1","False",0,"True",11268,"False",2333,"N/A","male","Republican","male",0,0.828468494963606,0.171531505036394
"3404","No candidate","Jefferson Moss","No candidate","Utah",2016,"2","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"3405","No candidate","Val Potter","No candidate","Utah",2016,"3","False",0,"False",1,"0",0,"N/A","male","Republican","male",0,1,0
"3406","No candidate","Edward Redd","No candidate","Utah",2016,"4","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3407","David L. Clark","Curt Webb","No candidate","Utah",2016,"5","False",3059,"True",12522,"0",0,"male","male","Republican","male",0.196328862075605,0.803671137924395,0
"3408","Donna Gibbons","Cory Maloy","Aaron Davis","Utah",2016,"6","False",2673,"False",12776,"False",888,"female","male","Republican","male",0.163616331027728,0.782028524208851,0.0543551447634205
"3409","Floyd Handley","Justin Fawson","No candidate","Utah",2016,"7","False",4363,"True",10182,"0",0,"male","male","Republican","male",0.299965623925748,0.700034376074252,0
"3410","Matthew Frandsen","Gage Froerer","No candidate","Utah",2016,"8","False",4563,"True",8923,"0",0,"male","male","Republican","male",0.338350882396559,0.661649117603441,0
"3411","Kathie Darby","Jeremy Peterson","No candidate","Utah",2016,"9","False",4426,"True",5561,"0",0,"female","male","Republican","male",0.443176128967658,0.556823871032342,0
"3412","Jesse Garcia","Dixon M. Pitcher","Derryck Gordon","Utah",2016,"10","False",4252,"True",6228,"False",788,"male","male","Republican","male",0.377351792687256,0.552715654952077,0.0699325523606674
"3413","Amy Morgan","Kelly Miles","No candidate","Utah",2016,"11","False",5161,"False",9521,"0",0,"female","female","Republican","female",0.351518866639422,0.648481133360578,0
"3414","No candidate","Mike Schultz","No candidate","Utah",2016,"12","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3415","Bob Buckles","Paul Ray","No candidate","Utah",2016,"13","False",3706,"True",9843,"0",0,"male","male","Republican","male",0.273525721455458,0.726474278544542,0
"3416","No candidate","Karianne Lisonbee","No candidate","Utah",2016,"14","False",0,"False",1,"0",0,"N/A","female","Republican","female",0,1,0
"3417","Rich Miller","Brad R. Wilson","No candidate","Utah",2016,"15","False",3361,"True",13864,"0",0,"male","male","Republican","male",0.195123367198839,0.804876632801161,0
"3418","Tiffany Kopp","Stephen Handy","Brent Zimmerman","Utah",2016,"16","False",3383,"True",9778,"False",1214,"female","male","Republican","male",0.235339130434783,0.680208695652174,0.0844521739130435
"3419","Christine Stenquist","Stewart Barlow","No candidate","Utah",2016,"17","False",4775,"True",12716,"0",0,"female","male","Republican","male",0.272997541592819,0.727002458407181,0
"3420","No candidate","Timothy Hawkes","No candidate","Utah",2016,"18","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3421","Kurt Weiland","Raymond Ward","No candidate","Utah",2016,"19","False",5154,"True",13239,"0",0,"male","male","Republican","male",0.280215299298646,0.719784700701354,0
"3422","Jon Marsh","Becky Edwards","No candidate","Utah",2016,"20","False",4686,"True",12223,"0",0,"male","female","Republican","female",0.277130522207109,0.722869477792891,0
"3423","Rick Pollock","Douglas Sagers","No candidate","Utah",2016,"21","False",4375,"True",7912,"0",0,"male","male","Republican","male",0.356067388296574,0.643932611703426,0
"3424","Sue Duckworth","Jamie White","No candidate","Utah",2016,"22","True",5411,"False",5002,"0",0,"female","female","Democrat","female",0.51963891289734,0.48036108710266,0
"3425","Sandra Hollins","Scott Hawkins","No candidate","Utah",2016,"23","True",5464,"False",2458,"0",0,"female","male","Democrat","female",0.689724816965413,0.310275183034587,0
"3426","Rebecca Chavez-Houck","No candidate","No candidate","Utah",2016,"24","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3427","Joel Briscoe","No candidate","No candidate","Utah",2016,"25","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3428","Angela Romero","No candidate","No candidate","Utah",2016,"26","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3429","No candidate","Mike Kennedy","No candidate","Utah",2016,"27","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3430","Brian King","No candidate","No candidate","Utah",2016,"28","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"3431","Angela Urrea","Lee B. Perry","No candidate","Utah",2016,"29","False",2751,"True",13315,"0",0,"female","male","Republican","male",0.171231171417901,0.828768828582099,0
"3432","Frank Bedolla","Mike Winder","No candidate","Utah",2016,"30","False",4441,"False",6306,"0",0,"male","male","Republican","male",0.413231599516144,0.586768400483856,0
"3433","Elizabeth Weight","Sophia DiCaro","No candidate","Utah",2016,"31","False",4234,"True",3994,"0",0,"female","female","Democrat","female",0.514584346135148,0.485415653864852,0
"3434","Suzanne Harrison","LaVar Christensen","No candidate","Utah",2016,"32","False",8534,"True",8537,"0",0,"female","male","Republican","male",0.499912131685314,0.500087868314686,0
"3435","Peter Tomala","Craig Hall","No candidate","Utah",2016,"33","False",4160,"True",4279,"0",0,"male","male","Republican","male",0.492949401587866,0.507050598412134,0
"3436","Karen Kwan","Macade Jensen","No candidate","Utah",2016,"34","False",6558,"False",5485,"0",0,"female","male","Democrat","female",0.544548700489911,0.455451299510089,0
"3437","Mark Wheatley","Patricia Phaklides","Chelsea Travis","Utah",2016,"35","True",6186,"False",2841,"False",941,"male","female","Democrat","male",0.620585874799358,0.285012038523275,0.0944020866773676
"3438","Patrice Arent","No candidate","No candidate","Utah",2016,"36","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"3439","Carol Moss","Kris Kimball","No candidate","Utah",2016,"37","True",10637,"False",7186,"0",0,"female","female","Democrat","female",0.596813106659934,0.403186893340066,0
"3440","Charles Henderson","Eric Hutchings","No candidate","Utah",2016,"38","False",4049,"True",4971,"0",0,"male","male","Republican","male",0.448891352549889,0.551108647450111,0
"3441","Paul R. Schulte","Jim Dunnigan","No candidate","Utah",2016,"39","False",5342,"True",7081,"0",0,"male","male","Republican","male",0.430008854543991,0.569991145456009,0
"3442","Lynn Hemingway","Joseph F. Breault","No candidate","Utah",2016,"40","True",10404,"False",5058,"0",0,"female","male","Democrat","female",0.672875436554133,0.327124563445867,0
"3443","Chad S. Harrington","Dan McCay","No candidate","Utah",2016,"41","False",3927,"True",13291,"0",0,"male","male","Republican","male",0.22807527006621,0.77192472993379,0
"3444","No candidate","Kim Coleman","No candidate","Utah",2016,"42","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"3445","Edgar Harwood","Adam Gardiner","No candidate","Utah",2016,"43","False",4674,"False",7511,"0",0,"male","male","Republican","male",0.383586376692655,0.616413623307345,0
"3446","Christine Passey","Bruce Cutler","No candidate","Utah",2016,"44","False",7267,"True",7544,"0",0,"female","male","Republican","male",0.490648842076835,0.509351157923165,0
"3447","Nikki Cunard","Steven Eliason","No candidate","Utah",2016,"45","False",6842,"True",8390,"0",0,"female","male","Republican","male",0.449185924369748,0.550814075630252,0
"3448","Marie Poulson","No candidate","Lee Anne Walker","Utah",2016,"46","True",12547,"False",0,"False",3932,"female","N/A","Democrat","female",0.761393288427696,0,0.238606711572304
"3449","John Rendell","Ken Ivory","No candidate","Utah",2016,"47","False",5263,"True",7345,"0",0,"male","male","Republican","male",0.417433375634518,0.582566624365482,0
"3450","No candidate","Keven Stratton","No candidate","Utah",2016,"48","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3451","Zach Robinson","Robert Spendlove","No candidate","Utah",2016,"49","False",8134,"True",10901,"0",0,"male","male","Republican","male",0.427318098240084,0.572681901759916,0
"3452","Patty Rich","Susan Pulsipher","No candidate","Utah",2016,"50","False",5121,"False",15538,"0",0,"female","female","Republican","female",0.247882278909918,0.752117721090082,0
"3453","Kyle Waters","Gregory Hughes","No candidate","Utah",2016,"51","False",5007,"True",10146,"0",0,"male","male","Republican","male",0.330429617897446,0.669570382102554,0
"3454","Garr K. Smith","John Knotwell","No candidate","Utah",2016,"52","False",4417,"True",13020,"0",0,"male","male","Republican","male",0.253311922922521,0.746688077077479,0
"3455","Cole R. Capener","Logan Wilde","No candidate","Utah",2016,"53","False",5993,"False",13111,"0",0,"male","male","Republican","male",0.313703936348409,0.686296063651591,0
"3456","Rudi Kohler","Tim Quinn","No candidate","Utah",2016,"54","False",9163,"False",10042,"0",0,"male","male","Republican","male",0.477115334548295,0.522884665451705,0
"3457","Wayne Stevens","Scott H. Chew","No candidate","Utah",2016,"55","False",1534,"True",12666,"0",0,"male","male","Republican","male",0.108028169014085,0.891971830985915,0
"3458","No candidate","Kay Christofferson","No candidate","Utah",2016,"56","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"3459","No candidate","Brian Greene","No candidate","Utah",2016,"57","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3460","No candidate","Derrin Owens","No candidate","Utah",2016,"58","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3461","Rachel Nelson","Val Peterson","No candidate","Utah",2016,"59","False",2861,"True",11065,"0",0,"female","male","Republican","male",0.205443056153957,0.794556943846043,0
"3462","Brooke Swallow-Fenton","Bradley Daw","Tommy Williams","Utah",2016,"60","False",2738,"True",10283,"False",541,"female","male","Republican","male",0.201887627193629,0.758221501253502,0.0398908715528683
"3463","No candidate","Keith Grover","No candidate","Utah",2016,"61","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3464","No candidate","Jon Stanard","No candidate","Utah",2016,"62","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3465","Nathan Smith Jones","Dean Sanpei","No candidate","Utah",2016,"63","False",1428,"True",5437,"0",0,"male","male","Republican","male",0.208011653313911,0.791988346686089,0
"3466","No candidate","Norm Thurston","No candidate","Utah",2016,"64","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3467","No candidate","Francis Gibson","No candidate","Utah",2016,"65","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3468","No candidate","Mike McKell","No candidate","Utah",2016,"66","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3469","No candidate","Marc Roberts","No candidate","Utah",2016,"67","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"3470","Cindee Beard","Merrill Nelson","Kirk Pearson","Utah",2016,"68","False",2819,"True",10714,"False",1597,"female","male","Republican","male",0.186318572372769,0.708129543952412,0.105551883674818
"3471","Brad King","Christine Watkins","No candidate","Utah",2016,"69","True",6610,"False",6976,"0",0,"male","female","Republican","female",0.486530251729722,0.513469748270278,0
